nama,AIR MINERAL,BAKSO SAPI,CAPPUCINO CINCAU,CWIE MIE,CWIE MIE BAKSO,CWIE MIE PANGSIT,DIMSUM BOLA KEJU,DIMSUM BOLA RAMBUTAN,DIMSUM EKADO,DIMSUM KEICHAK,DIMSUM LUMPIA NORI,DIMSUM MONEY BAG,DIMSUM SIOMAY AYAM,DIMSUM SIOMAY BEEF,DIMSUM SIOMAY CRAB,DIMSUM SIOMAY JAMUR,DIMSUM SIOMAY KEJU,DIMSUM SIOMAY MOZARELLA,DIMSUM SIOMAY RANJAU,DIMSUM SIOMAY SALMON,DIMSUM SPRING ROLL,DIMSUM SUSHI,DIMSUM TIM TAHU,DIMSUM XIAO LONG BAO,ES BERAS KENCUR,ES JERUK,ES KOPI MILO,ES KOPI SUSU,ES KOPI SUSU RUM REGAL,ES KOPI SUSU VANILLA,ES LEMON TEA,ES MILO,ES TEH,GOODDAY CAPPUCINO,GREEN THAI TEA,HOT LEMON TEA,JERUK HANGAT,KOPI HITAM,MIE AYAM,MIE AYAM BAKSO,MIE AYAM CEKER,MIE AYAM KOMPLIT,MIE AYAM PANGSIT,MIE GEMES LV 1,MIE GEMES LV 2,MIE GEMES LV 3,MIE GEMES LV 4,MIE KALEM,MIE YAMIN (0),MIE YAMIN LV 1,MIE YAMIN LV 2,MIE YAMIN LV 3,MIE YAMIN LV 4,PANGSIT GORENG,PANGSIT REBUS,TEH HANGAT,THAI TEA
DIMSUM LUMPIA NORI,0.053069623246899275,0.032177550825649305,0.057226637458050206,0.03157754750679403,0.054308108782689,0.05083680511013834,0.10735158318890732,0.09099599481367689,0.07906745799390191,0.08651538776854105,1.0,0.12246953097548068,0.05745214557251054,0.028939289482877946,0.03782258063901239,0.04107439933835883,0.026485146628710383,0.07326088218977117,0.006192774295564228,0.030873541994731062,0.07714738372525556,0.03735512908133523,0.045430882050100305,0.00423625929452921,0.04586992862581491,0.07295329235883362,0.03937124685457692,0.018118414504116036,0.012344911810890574,0.031621951958140174,0.059545131674922466,0.08365974127716924,0.06796436272209481,0.04182445607029948,0.06438297293314155,0.019049378946176757,0.030518155781337944,0.013328537612633506,0.03228785527800045,0.05016486871210771,0.0363536876550101,0.0,0.031169176052304386,0.045029263614554525,0.051722431107645066,0.030810074501228888,0.032521664467923,0.04474403821690193,0.06678540011031772,0.09384433072989284,0.07963390980521043,0.07022949555910667,0.059560461275678524,0.018729842758359906,0.029560033280092327,0.042096435183343356,0.05622687194253781
DIMSUM MONEY BAG,0.04506606104399195,0.026172127245227036,0.05205442458774966,0.03824560490971697,0.044640421731160895,0.041964403244333745,0.09455330286012587,0.10773909800012507,0.037472343842674415,0.09100554654401224,0.12246953097548069,1.0,0.051701251983951965,0.033668819413233825,0.03218034800995587,0.03979199232005482,0.015138109485856963,0.07718608431913193,0.01199365164218229,0.027851244660740092,0.07359059126062799,0.035049188158435524,0.06084932475818975,0.004106492143315081,0.0344504277906145,0.07533673781735159,0.0391947679054226,0.03379585059761253,0.011949096253031269,0.03499487667293847,0.05410032955923031,0.06487452968462523,0.0762009008542579,0.039519530830507674,0.04795409796865657,0.003683219866126991,0.030202983204919702,0.007368494302935386,0.028585525478367506,0.03481169358008759,0.0333744131743095,0.0,0.026244651363090475,0.04158466626333364,0.042992881642792795,0.029041816927747183,0.0162085071054777,0.039879720278483174,0.05841386647509306,0.10158022631064949,0.09145627376287145,0.07555987012461743,0.05342779686148083,0.01708075574826376,0.01968834963577833,0.03112396927226587,0.055360992988937215
DIMSUM SIOMAY AYAM,0.06263816340047396,0.04441520468651325,0.09005712921683343,0.05055989850492524,0.060020099427516085,0.042153134203251306,0.05471483363581879,0.07557767644058397,0.031024617202909614,0.03641500714083726,0.05745214557251051,0.05170125198395194,1.0,0.04699952879271984,0.05639421449021378,0.07049763151350882,0.05167844193883191,0.0835266088257864,0.024064158260279456,0.04752048418631703,0.037474809046768,0.06751746523577459,0.030149650715872427,0.006655970028252353,0.044124645651379184,0.09621266286937087,0.03824063611789032,0.024891969777436136,0.009582481945621758,0.0244971763208906,0.05943647190000782,0.10064864211337035,0.10689309226914417,0.047452673808085225,0.06993858562327113,0.020687202569414854,0.05560591325781428,0.023646616779948604,0.03990981957773174,0.06028286456983595,0.047481081537631226,0.0,0.03320507746904511,0.07633582330312404,0.05966849928439909,0.043800735503771435,0.034001841113147635,0.05856292236484518,0.09220100419174374,0.11381760178294852,0.10295055911031456,0.08512463263008531,0.06563833361497891,0.024959233343140128,0.036356634449919274,0.05052991136204237,0.06025718129892463
DIMSUM SIOMAY BEEF,0.012657312288331935,0.02159533794598324,0.03363243282963185,0.026270352786605156,0.03628792889413795,0.027376520090864477,0.0336057432551262,0.03180535714001282,0.019841059049920895,0.040407463337101546,0.028939289482877925,0.033668819413233804,0.04699952879271984,1.0,0.0728430853895255,0.03419315540942696,0.05376729715568813,0.047921232128726246,0.027120703260642934,0.07390285893249507,0.02345898781343492,0.08001711044379368,0.026035334228076384,0.0068387889644220285,0.028818225960253838,0.04292688857845623,0.024947618609907185,0.017949972010519427,0.0,0.01216267952342263,0.03673733450869349,0.03687870185546436,0.03143454494483503,0.00650253108086209,0.03661849065035931,0.0249659688107695,0.01987097928756765,0.00622692321702765,0.01637018374954782,0.01778876122764204,0.02106589886182351,0.0,0.008269961162670574,0.02953611421666348,0.019333187435665256,0.02562150069735996,0.021387667132813728,0.0275967707809726,0.03213390757772415,0.04885731760869816,0.055164459703398686,0.031290688218434864,0.020352499571052816,0.015588364214610496,0.012782583211468173,0.028870843446913208,0.031508894672960246
DIMSUM SIOMAY CRAB,0.029947443866623874,0.023933683123773718,0.041401952332599835,0.019729893174243236,0.025755808731543782,0.029337095697145356,0.03153352958732785,0.030610212245669708,0.03732745994870224,0.036709847226708184,0.03782258063901243,0.03218034800995589,0.05639421449021386,0.0728430853895256,1.0,0.046307291143545155,0.06267002676388359,0.05535496692476778,0.023391845144189433,0.07468377544230728,0.02674982377570622,0.07343548069209392,0.023870037803285758,0.006745135873314529,0.014209946405393713,0.04188030817776547,0.03290513800669138,0.01993827160493829,0.023304172612897182,0.01440763318314339,0.03861086418159748,0.05074262762574748,0.044951164331664975,0.029013625177986932,0.040052479520374315,0.00921566467133857,0.018544823178944035,0.01845233235310863,0.014785352690116674,0.02802870255921529,0.02083588517843511,0.0,0.01330016545615648,0.033966917366934996,0.031006941531312844,0.018643397924433626,0.016594275973897264,0.027298382406245443,0.032405364410632125,0.04924819800911317,0.050959634847253465,0.03259051803679287,0.021092338652866076,0.01539845374724376,0.012634132787474085,0.027633967203079035,0.03115903836047316
DIMSUM SIOMAY JAMUR,0.017230592917286455,0.01955555606957105,0.039401619613623276,0.02377887843947212,0.03234293026226856,0.03935096603697274,0.042461626572811426,0.03386067574094159,0.031225753711133904,0.03172547500771954,0.041074399338358776,0.03979199232005476,0.07049763151350877,0.03419315540942693,0.04630729114354506,1.0,0.05850258837925045,0.06004110792054265,0.026577112739051126,0.044348660991733235,0.02304177917257825,0.04360390381266342,0.03811516346202546,0.00670375832737169,0.02548849958832272,0.04449076795982345,0.009782407642913243,0.010997446401918463,0.009910386982947562,0.023904058415451,0.03387647559010789,0.05185433178697958,0.03991963434096082,0.025637631587703,0.03413894059266354,0.006103645623149526,0.02677391003524002,0.009158886692779982,0.014697230306887276,0.027894275686784393,0.02866157873314267,0.0,0.017316202024476056,0.029809014490795534,0.03450202409834545,0.014564204712643365,0.00599252627586265,0.01990442437357614,0.04079934963285792,0.05265379645974441,0.05277303171312058,0.03650470609398353,0.03344452534464122,0.013608974869802695,0.015367757796115409,0.02658022061847887,0.03768241848158794
DIMSUM SIOMAY KEJU,0.02244084514065736,0.015247518522320013,0.03590169803609693,0.027318899205639725,0.022369944880366956,0.032058361644076966,0.027735275000445436,0.02677830774689617,0.022833798797539148,0.018485361384427745,0.02648514662871039,0.015138109485856964,0.05167844193883195,0.05376729715568817,0.06267002676388356,0.05850258837925055,1.0,0.05400102215970354,0.03924191851423341,0.05592847843576114,0.024509119449991332,0.04640658887510628,0.017799796968410227,0.007183248468463435,0.025514989493922745,0.04527287406921145,0.029529502731681867,0.018798994428608932,0.0,0.015303774654488667,0.0262363574062251,0.048280879927131266,0.036669410014202146,0.01699037947877336,0.04511454949790536,0.016370133678989075,0.026395420397156928,0.00653977703873819,0.0128305708455003,0.02184964263538946,0.0166764828900093,0.0,0.015060849079572482,0.039242194636691034,0.02297141319740303,0.0295116653105079,0.01591670750358478,0.021972583342034144,0.049488993533907816,0.04932943944103766,0.04321519697834697,0.04282306003671687,0.025198858688153362,0.009033155900315873,0.005914124240773282,0.022243568739608803,0.04691611089171751
DIMSUM SIOMAY MOZARELLA,0.04198824822299526,0.038603586371093845,0.08408610434511946,0.04299642145039942,0.051919091102604724,0.0522477588849515,0.09893482704438372,0.05595043731672824,0.03967923442748803,0.040179810357641,0.07326088218977109,0.07718608431913185,0.08352660882578636,0.04792123212872622,0.05535496692476768,0.060041107920542666,0.054001022159703455,1.0,0.0212648822011669,0.06733393876390555,0.03051529007655504,0.05535179486997413,0.024665665707697394,0.0036588261610038075,0.04372451984437653,0.07464635646259024,0.03944393930975536,0.009557295666388698,0.017650950447647355,0.024508467217898396,0.05449687257064948,0.10767238567715245,0.09891675895508867,0.03785359953307781,0.07477379215610859,0.01469212117861679,0.05019709481323259,0.016326341557489132,0.03145543422598179,0.043645210205736716,0.03830005891530065,0.0,0.027835711131168527,0.05858058890092647,0.03763786495104023,0.03052688407953835,0.021251162601192978,0.050204697285923576,0.08275411384718989,0.12272169303581502,0.09098932951107463,0.07624328310117243,0.05904788282277304,0.02469562937662967,0.03199737506288568,0.04187694690654795,0.07009349970456039
DIMSUM SIOMAY RANJAU,0.01269228705991731,0.010759170994198231,0.017769554552167128,0.014968605711290774,0.014139473105196886,0.010171091996363717,0.02298159423501592,0.016811170140030647,0.0037097116705331334,0.017653147601205132,0.0061927742955642275,0.011993651642182286,0.024064158260279467,0.02712070326064294,0.02339184514418941,0.02657711273905116,0.03924191851423339,0.021264882201166922,1.0,0.018308189622186194,0.006662360384893835,0.02050973230300974,0.003627613587237726,0.014514597114573174,0.01040124428926515,0.018313843942538422,0.012171519899759748,0.008555371394229919,0.0,0.004701532711809599,0.010225063577560848,0.01340319494005658,0.007401094884422848,0.0029738668130546843,0.010268496494930193,0.006276863605287983,0.003932437356221767,0.0,0.006197262659706228,0.011522206722344488,0.007141270064796087,0.0,0.005530316718206071,0.005779638178114458,0.013107750350361014,0.014548326015095132,0.019430820272675103,0.0065399989148777135,0.012168289855608052,0.023337988936244364,0.02246670100514564,0.017576735079832123,0.029352265223104378,0.006372523448028208,0.007699426071859378,0.004964784829383913,0.01604507177751986
DIMSUM SIOMAY SALMON,0.02316249739833078,0.021513198847746252,0.04026885658926366,0.0251494212773393,0.03336269970583555,0.02516789842396438,0.032588732330063125,0.03331317605911778,0.03071605959818815,0.038377602336516145,0.030873541994731118,0.02785124466074014,0.047520484186317144,0.07390285893249524,0.07468377544230737,0.044348660991733374,0.05592847843576122,0.06733393876390575,0.018308189622186232,1.0,0.023016801833759353,0.07449105363838339,0.0250983240550895,0.02470366596305796,0.026380668251726417,0.04317378529466753,0.021243030059136546,0.016269545137537252,0.0060722134585276385,0.0021986763783504006,0.04865000986733337,0.042281436634447576,0.04745233105418465,0.019339165851656542,0.04445455274846081,0.011236986849264377,0.03740495794030953,0.02250318143857986,0.017388941063939393,0.027638598102405102,0.031460582532740825,0.0,0.020018701054689787,0.02692406596982475,0.022926377385037104,0.013576571055399403,0.02235864301704326,0.02373614253433267,0.04801164232459633,0.05320172056811509,0.052861081587405566,0.03344300859707267,0.033997244882209725,0.012630753445372376,0.02607169756077216,0.03177963575735003,0.03313140599787908
DIMSUM SPRING ROLL,0.036719313673385975,0.03248167715826295,0.04407346440387,0.024914301871013213,0.02685282947291194,0.02252313573028865,0.0727176458178023,0.05966121746811351,0.06704172012073255,0.06405580971385448,0.07714738372525544,0.07359059126062786,0.037474809046767955,0.023458987813434896,0.026749823775706158,0.02304177917257825,0.024509119449991287,0.030515290076555023,0.006662360384893826,0.023016801833759277,1.0,0.018175082684793918,0.05464775612178844,0.0,0.02845209983142688,0.04013998468449341,0.031217528583243125,0.019914867909085695,0.006637389983921325,0.019200852662250467,0.032873422361605835,0.03780638700048221,0.04795009269684132,0.02090481637391239,0.036185101134583994,0.009204233047580513,0.021661534978942232,0.01227694631517613,0.027109209109505907,0.031212654440990847,0.023798024434246865,0.0,0.02456582904893747,0.02675049724014679,0.028234141282936255,0.02129314606305384,0.015066078959450755,0.022714069507280017,0.03666319058275226,0.04326323459577518,0.05504026147517212,0.046467862106027706,0.038395154547270514,0.011956931583498608,0.02811277127121365,0.027606980013260982,0.03001148049393011
DIMSUM SUSHI,0.019673109246165436,0.022619462772545968,0.04675670190077742,0.029646614106826952,0.039997585707737315,0.029883270473170024,0.02774910954817428,0.03898466850613254,0.036101100647527716,0.0325375409795918,0.03735512908133522,0.035049188158435496,0.06751746523577459,0.08001711044379368,0.07343548069209382,0.043603903812663464,0.046406588875106236,0.05535179486997416,0.020509732303009735,0.07449105363838321,0.018175082684793932,1.0,0.039204112625987074,0.0,0.034876958004083955,0.04208799986114562,0.028512486355226768,0.020372602031635392,0.010204209888056556,0.027048915277340976,0.027718364225479276,0.060646256862813164,0.05080093876972831,0.014764275341352162,0.04566274802018614,0.01257590213793605,0.032878821333535445,0.015726087772526876,0.011626948952604653,0.030984006289473183,0.022229561711230406,0.0,0.01981099675394203,0.02571164535326257,0.023188740562550117,0.016280593783390404,0.013839024094695849,0.03430325217709004,0.06300546316276498,0.04222155718352878,0.04556263090880382,0.03733811567388148,0.02931353345636144,0.010466446171267551,0.030131295171074032,0.03566887817749796,0.03401534536557379
DIMSUM TIM TAHU,0.02030669276116802,0.024003748424684366,0.036084148632296566,0.020833296475943903,0.033733016335024506,0.019212994445836174,0.057438010115759844,0.06765529060472421,0.053363730695358894,0.08226985959757856,0.04835528331406623,0.06372043479208175,0.03312517380752792,0.02902763417204774,0.026869722951154886,0.041066312311027864,0.020820185624736323,0.027660877982033892,0.006695877821002942,0.028093777105116104,0.05754271733957791,0.042151553837965136,0.9999999999999999,0.013544273744615042,0.030007927046385767,0.038599066766337,0.03633419444414998,0.026706006012097157,0.00667077134332038,0.004813029053774865,0.02957781153254092,0.03319366901105335,0.033304008376437905,0.01452092490778763,0.03728823610913169,0.0030810593296441893,0.014416666517696821,0.009250190939514642,0.015526448779218886,0.023279392975298643,0.014915733153160079,0.009431871867458277,0.020542005287560162,0.027671064556590453,0.0237601503421555,0.020041599052199453,0.018165421115659247,0.020060257025806362,0.03126955344897072,0.04709884817599258,0.05007146202932066,0.03842971290191235,0.043391427398216845,0.02061633121810881,0.01832277475994111,0.020306543909467442,0.0234147669681646
DIMSUM XIAO LONG BAO,0.0006292818047077025,0.0,0.0,0.007709967740500241,0.0,0.0,0.009557011237545453,0.0031787634198666903,0.007501809677362104,0.023839944433790648,0.004236259294529211,0.004106492143315081,0.0066559700282523586,0.006838788964422034,0.006745135873314524,0.0067037583273717016,0.007183248468463434,0.0036588261610038127,0.01451459711457318,0.024703665963057907,0.0,0.0,0.010502842528969863,1.0,0.0,0.0,0.0,0.008662420388390029,0.0,0.0,0.0,0.0,0.0,0.012058216627487548,0.0,0.0,0.0022863538795998553,0.0,0.006706466178710922,0.0,0.0,0.0,0.0,0.007718563290820483,0.0033971375220568775,0.009881924543749598,0.0,0.013567431350290178,0.00467316598771722,0.012470700748146423,0.009956708129440986,0.006105635536026664,0.017842939181705438,0.0,0.02089502919668134,0.0,0.012357537732598829
ES BERAS KENCUR,0.0432041524266299,0.06439408589239283,0.051154109969379136,0.04436187635026955,0.07461103568343981,0.05081687129338619,0.03793024648515951,0.03503077823056418,0.029580370252386266,0.023003730459135074,0.045869928625814925,0.03445042779061451,0.044124645651379225,0.028818225960253865,0.014209946405393706,0.025488499588322763,0.025514989493922745,0.043724519844376586,0.010401244289265156,0.026380668251726375,0.028452099831426932,0.03487695800408398,0.02701930725047501,0.0,1.0,0.06574019521152565,0.03958138108231707,0.022723211627605683,0.0025888663756529905,0.016992139825404554,0.0529420581752111,0.07631216102064178,0.06017074716211801,0.031033554403595467,0.058103883758408345,0.01919478366827127,0.0477512636635666,0.02159935106049662,0.043383816880145504,0.0690396816013521,0.0531239641959864,0.0,0.04715040456495601,0.0351537920745569,0.03374922057576599,0.028083452435860762,0.008487092743218122,0.04801347812332722,0.05066502745017714,0.04560953553357218,0.04426749223342048,0.024823178989553125,0.022034069736763653,0.02602579486054318,0.03527604543215628,0.04019047848949856,0.04187075632606312
ES JERUK,0.0826790740715324,0.12851916761281443,0.077026567905836,0.0766930733256174,0.10293430190259234,0.10904758531421524,0.07500942177097564,0.08930043261151749,0.03482437356099126,0.04500713789140816,0.07491979298830188,0.07729749921617804,0.09812274119233755,0.04496794035925194,0.04392456435535325,0.046527628360087024,0.04730643141058493,0.07661135175062,0.020421327095322614,0.045215639677834145,0.04218925204166996,0.04413133401327905,0.037707717626176265,0.002163935860902392,0.06772153804717668,1.0,0.04040166763604592,0.03208365691930715,0.016272097326229657,0.023560575791581863,0.07514724048451325,0.14317764165067784,0.1680336803565426,0.05891818912555489,0.07900459204610025,0.01876454051682184,0.11321770934516669,0.027215751296714635,0.12416237181945407,0.16416208666251364,0.14040641000375265,0.009244600621693595,0.1152681934125195,0.08034883170511546,0.07528199790259042,0.05128146520503031,0.03667034185843176,0.08477055719217041,0.12014918003363222,0.13998742445180112,0.14569669732793258,0.10416888830294446,0.06916085413390749,0.04241321352088444,0.06101188548477794,0.0876191304692713,0.06819636689007286
ES KOPI MILO,0.029442514048463576,0.04066413391069497,0.06300017812630368,0.02704492195471689,0.045878344698634416,0.032486836039499103,0.04850040598349785,0.03564370223443179,0.012587375318929171,0.02204180936613485,0.03937124685457692,0.039194767905422596,0.03824063611789033,0.024947618609907192,0.03290513800669135,0.009782407642913256,0.02952950273168186,0.03944393930975539,0.012171519899759752,0.021243030059136504,0.03121752858324317,0.028512486355226786,0.03336693751123418,0.0,0.039581381082317055,0.038346074122488125,1.0,0.0407398184983392,0.0030286587293943037,0.028630674036892793,0.036888251888860156,0.06377353069411396,0.03882846711181203,0.0417244751757939,0.07576639124488545,0.014020865270207782,0.0383102272564396,0.01402086527020778,0.029512827868953814,0.05009767103359572,0.03419129329863924,0.0,0.03528538855614232,0.033567460640333585,0.02884381196065504,0.028401235975558412,0.02792124131068806,0.03985871591927371,0.04793332863064555,0.04799937088672341,0.044590887033136836,0.03643599667402817,0.03842857095802195,0.020511353226133282,0.04436937381562847,0.0274236063720295,0.045559504965205125
